Date;3M;6M;1Y;2Y;3Y;4Y;5Y;6Y;7Y;8Y;9Y;10Y;15Y;20Y;30Y
20.12.2005;2,37407;2,50857;2,65102;2,79373;2,87289;2,96133;3,04091;3,11313;3,16716;3,22531;3,27496;3,31488;3,53109;3,63973;3,61694
21.12.2005;2,36486;2,52482;2,67461;2,83887;2,92562;3,02039;3,10398;3,17428;3,22105;3,27618;3,3221;3,36085;3,57129;3,67698;3,6547
22.12.2005;2,3491;2,51701;2,66624;2,83406;2,91914;3,00476;3,08228;3,14698;3,19254;3,24366;3,28567;3,31967;3,52978;3,63535;3,61652
23.12.2005;2,38043;2,53267;2,66851;2,82921;2,90503;2,98065;3,05314;3,11847;3,16312;3,21482;3,25681;3,28938;3,50182;3,60853;3,59239
26.12.2005;2,38604;2,51969;2,66403;2,83316;2,92334;2,98983;3,059;3,12303;3,16872;3,21994;3,26147;3,29495;3,50344;3,60802;3,59205
27.12.2005;2,37949;2,5354;2,67489;2,82149;2,89401;2,97438;3,04678;3,11283;3,16005;3,21394;3,25608;3,29;3,50563;3,61375;3,59581
28.12.2005;2,36795;2,5279;2,6557;2,79471;2,86825;2,94514;3,01706;3,08098;3,12971;3,1845;3,22693;3,26343;3,47583;3,58226;3,5601
29.12.2005;2,3673;2,5314;2,67986;2,83653;2,9092;2,98873;3,06006;3,12269;3,16605;3,21358;3,25508;3,29328;3,498;3,60051;3,57696
30.12.2005;2,39163;2,52625;2,67054;2,81149;2,89068;2,96886;3,0383;3,10187;3,14318;3,1951;3,23699;3,27411;3,47388;3,57387;3,55144
02.01.2006;2,39401;2,54581;2,68861;2,84999;2,92407;2,99994;3,06794;3,127;3,17191;3,21757;3,26053;3,29576;3,4939;3,59298;3,56884
03.01.2006;2,41585;2,54006;2,67924;2,82967;2,90447;2,97848;3,0492;3,11164;3,15879;3,21231;3,2543;3,29139;3,49099;3,59076;3,56758
04.01.2006;2,39481;2,50232;2,60437;2,72953;2,8083;2,88798;2,96596;3,0417;3,09875;3,16275;3,21348;3,2567;3,47107;3,57818;3,55823
05.01.2006;2,39376;2,50012;2,59525;2,71916;2,79782;2,87898;2,9556;3,03278;3,0896;3,15326;3,20499;3,24774;3,45669;3,5611;3,54269
06.01.2006;2,38078;2,49255;2,58709;2,71929;2,79662;2,87628;2,95256;3,02569;3,08125;3,14296;3,19161;3,23571;3,43748;3,5383;3,5151
09.01.2006;2,37428;2,4997;2,62494;2,76243;2,83307;2,90758;2,97642;3,0429;3,09156;3,14608;3,18932;3,23135;3,42064;3,51521;3,4937
10.01.2006;2,40383;2,522;2,65989;2,79961;2,8693;2,94412;3,01489;3,07949;3,1251;3,17568;3,21654;3,25775;3,44323;3,53591;3,5066
11.01.2006;2,4334;2,53909;2,67545;2,82468;2,89007;2,96504;3,03068;3,09488;3,13913;3,18834;3,22854;3,26508;3,44702;3,53793;3,51031
12.01.2006;2,402;2,53558;2,66401;2,80353;2,86888;2,94124;3,01039;3,0737;3,11768;3,16654;3,20747;3,24465;3,43165;3,52509;3,49409
13.01.2006;2,41991;2,52629;2,64631;2,79348;2,85685;2,9262;2,99266;3,05596;3,10265;3,15342;3,19566;3,23398;3,42465;3,51993;3,4894
16.01.2006;2,38778;2,5314;2,65072;2,79085;2,86003;2,93372;3,00163;3,06536;3,11282;3,16548;3,20819;3,24828;3,44271;3,53985;3,50674
17.01.2006;2,41583;2,52602;2,64081;2,7753;2,84337;2,91395;2,98279;3,04982;3,09969;3,15549;3,19918;3,24016;3,44013;3,54005;3,50677
18.01.2006;2,40663;2,54045;2,6457;2,7913;2,86348;2,93527;3,00492;3,06889;3,11522;3,16947;3,21244;3,25259;3,44811;3,5458;3,51464
19.01.2006;2,41084;2,56323;2,68336;2,8409;2,92205;3,00177;3,07567;3,13705;3,18097;3,23043;3,26958;3,30772;3,50122;3,5979;3,56447
20.01.2006;2,39944;2,55809;2,68807;2,85772;2,94186;3,02528;3,10251;3,16644;3,21174;3,26371;3,30419;3,34342;3,5366;3,63312;3,60011
23.01.2006;2,43286;2,55968;2,70498;2,87084;2,95555;3,04246;3,12228;3,18423;3,22909;3,27907;3,31822;3,35404;3,54983;3,64767;3,61921
24.01.2006;2,42135;2,55205;2,68455;2,85154;2,9423;3,02447;3,10275;3,16667;3,21425;3,26737;3,30476;3,33929;3,53782;3,63701;3,60286
25.01.2006;2,4157;2,56786;2,70127;2,87882;2,9781;3,07073;3,15534;3,22221;3,27137;3,32578;3,36671;3,40159;3,60533;3,70713;3,67206
26.01.2006;2,45339;2,5716;2,71514;2,89186;3,0017;3,10461;3,19588;3,2688;3,32198;3,3782;3,42151;3,45739;3,67541;3,78434;3,75048
27.01.2006;2,44147;2,56702;2,71815;2,89804;3,00624;3,1037;3,19314;3,2642;3,3182;3,37332;3,41436;3,44842;3,66428;3,77213;3,73794
30.01.2006;2,44409;2,59007;2,74633;2,92318;3,03047;3,11814;3,2014;3,272;3,32008;3,36886;3,40528;3,44037;3,64681;3,74996;3,71385
31.01.2006;2,47233;2,60464;2,74738;2,9178;3,02464;3,11503;3,1969;3,26651;3,31877;3,36753;3,40128;3,43417;3,63429;3,73429;3,70143
01.02.2006;2,46109;2,60085;2,75783;2,95185;3,06703;3,1627;3,24764;3,32042;3,37273;3,42031;3,45688;3,49046;3,68131;3,77668;3,74345
02.02.2006;2,48827;2,58332;2,74663;2,93061;3,04453;3,1422;3,23017;3,30285;3,35469;3,40579;3,44216;3,47441;3,66232;3,75621;3,71553
03.02.2006;2,48524;2,59681;2,74568;2,91979;3,03175;3,12549;3,20967;3,28291;3,33742;3,38737;3,4217;3,45713;3,65056;3,74721;3,70781
06.02.2006;2,47888;2,59742;2,75112;2,92227;3,03449;3,12895;3,21117;3,28332;3,33792;3,38629;3,41947;3,45419;3,6492;3,74664;3,70795
07.02.2006;2,49833;2,59448;2,75348;2,92477;3,04386;3,14375;3,23209;3,30689;3,36345;3,41226;3,44856;3,48246;3,68291;3,78306;3,74299
08.02.2006;2,49797;2,60463;2,74436;2,91179;3,02811;3,12974;3,21651;3,29219;3,35117;3,40029;3,43809;3,473;3,67059;3,76933;3,72758
09.02.2006;2,48768;2,58612;2,73162;2,89087;3,00874;3,10885;3,19363;3,26839;3,32461;3,37651;3,41239;3,44693;3,64244;3,74013;3,69918
10.02.2006;2,4877;2,59883;2,73162;2,88497;3,00165;3,10185;3,18519;3,26093;3,31857;3,37299;3,41189;3,44661;3,64363;3,74208;3,70534
13.02.2006;2,47437;2,61022;2,74077;2,90003;3,01847;3,11776;3,20215;3,27938;3,33653;3,39045;3,42919;3,46286;3,65944;3,75766;3,71814
14.02.2006;2,46106;2,60486;2,74086;2,89633;3,01847;3,11903;3,20533;3,28235;3,33779;3,39184;3,43238;3,46967;3,66809;3,76724;3,72775
15.02.2006;2,44746;2,5793;2,73673;2,90068;3,02;3,12199;3,21037;3,28697;3,34393;3,39773;3,43963;3,47807;3,68285;3,78517;3,74564
16.02.2006;2,44745;2,58048;2,74865;2,90716;3,02926;3,13386;3,22127;3,29455;3,34945;3,40411;3,44563;3,48381;3,68972;3,7926;3,75379
17.02.2006;2,43305;2,57522;2,72137;2,86515;2,97579;3,07324;3,15575;3,22846;3,28398;3,3392;3,38332;3,42045;3,62931;3,73367;3,69431
20.02.2006;2,47043;2,59469;2,7245;2,86231;2,97133;3,06477;3,14577;3,21823;3,27377;3,32875;3,37268;3,41101;3,62146;3,72661;3,68953
21.02.2006;2,45933;2,59064;2,74184;2,88524;2,99419;3,08797;3,16834;3,23763;3,28934;3,34221;3,38286;3,42172;3,629;3,73256;3,69174
22.02.2006;2,45048;2,60557;2,744;2,88291;2,98594;3,07388;3,148;3,21418;3,26442;3,31436;3,35276;3,39174;3,59544;3,69722;3,65734
23.02.2006;2,49414;2,61176;2,79216;2,94674;3,05591;3,14902;3,22281;3,28604;3,32923;3,37686;3,40942;3,44897;3,64878;3,74861;3,70584
24.02.2006;2,48587;2,62663;2,79995;2,96233;3,06588;3,1569;3,23045;3,29418;3,33826;3,38671;3,42103;3,45962;3,65443;3,75177;3,70431
27.02.2006;2,52397;2,65012;2,83624;3,00557;3,11339;3,20783;3,28216;3,34522;3,38472;3,43047;3,46154;3,49948;3,68636;3,77974;3,73043
28.02.2006;2,52102;2,65123;2,83197;2,98689;3,08716;3,17379;3,24203;3,30502;3,34448;3,38769;3,4188;3,45754;3,6375;3,7275;3,67915
01.03.2006;2,51728;2,66571;2,83669;2,99229;3,09344;3,18326;3,25492;3,31958;3,36428;3,41012;3,44296;3,47909;3,66202;3,7535;3,70426
02.03.2006;2,55644;2,67233;2,86906;3,05085;3,15621;3,25462;3,33016;3,3916;3,43343;3,47603;3,50678;3,53805;3,71347;3,80119;3,74588
03.03.2006;2,54572;2,67502;2,89559;3,07555;3,18438;3,28359;3,35795;3,41669;3,45513;3,49375;3,52219;3,55311;3,71624;3,79782;3,74734
06.03.2006;2,54959;2,69145;2,89194;3,07313;3,18151;3,28013;3,35604;3,41516;3,4509;3,48878;3,51761;3,54786;3,70878;3,78925;3,73553
07.03.2006;2,53963;2,68878;2,89883;3,08375;3,18979;3,28606;3,35876;3,4191;3,46121;3,50299;3,53516;3,5631;3,72518;3,80622;3,75392
08.03.2006;2,56104;2,69941;2,89917;3,1032;3,21609;3,3197;3,39792;3,46243;3,50557;3,54592;3,57873;3,60692;3,78465;3,87353;3,82779
09.03.2006;2,56558;2,70116;2,89159;3,08844;3,20402;3,31122;3,39062;3,45769;3,50368;3,54749;3,58283;3,61255;3,80114;3,89544;3,85203
10.03.2006;2,59716;2,72183;2,91315;3,12461;3,24108;3,34854;3,42815;3,49681;3,54333;3,58788;3,6205;3,65157;3,84745;3,94541;3,90262
13.03.2006;2,51474;2,71351;2,92689;3,14243;3,26162;3,37285;3,45454;3,52304;3,56947;3,61267;3,64492;3,67681;3,8705;3,96736;3,92269
14.03.2006;2,54268;2,71062;2,90969;3,10719;3,2168;3,32064;3,39908;3,46561;3,51022;3,554;3,58639;3,62035;3,81546;3,91303;3,86938
15.03.2006;2,53329;2,68769;2,9209;3,13701;3,25208;3,36023;3,43729;3,50222;3,54567;3,58729;3,61865;3,65133;3,83842;3,93198;3,88783
16.03.2006;2,54028;2,71199;2,92327;3,13222;3,24056;3,34338;3,41683;3,47843;3,51874;3,55822;3,58656;3,62134;3,80237;3,8929;3,84461
17.03.2006;2,57283;2,73067;2,95498;3,16346;3,27285;3,37669;3,45088;3,51224;3,55277;3,59034;3,61893;3,65376;3,83308;3,92275;3,8735
20.03.2006;2,57065;2,73325;2,94045;3,14015;3,2479;3,35103;3,42448;3,48559;3,52546;3,56397;3,59131;3,62721;3,80666;3,8964;3,84679
21.03.2006;2,56477;2,75132;2,96205;3,14549;3,25314;3,35509;3,42878;3,48868;3,52976;3,56821;3,59587;3,62899;3,80279;3,88969;3,83742
22.03.2006;2,5936;2,74823;2,95441;3,13628;3,24769;3,3349;3,40544;3,46865;3,50861;3,54758;3,57383;3,60755;3,77985;3,86601;3,81407
23.03.2006;2,60098;2,75317;2,95626;3,14759;3,26484;3,35632;3,4315;3,49529;3,5394;3,57838;3,60568;3,63869;3,81502;3,9032;3,85362
24.03.2006;2,59168;2,74803;2,93808;3,11155;3,22114;3,30929;3,38236;3,45201;3,49728;3,53834;3,56722;3,59982;3,77882;3,86833;3,81916
27.03.2006;2,58955;2,7515;2,9439;3,1095;3,22287;3,31368;3,38371;3,4569;3,50349;3,54508;3,57413;3,60882;3,78932;3,87958;3,8327
28.03.2006;2,6277;2,79575;3,00795;3,19389;3,31481;3,4113;3,4822;3,55526;3,59896;3,63695;3,66201;3,6927;3,866;3,95267;3,90456
29.03.2006;2,66012;2,81592;3,03184;3,22507;3,3482;3,44514;3,51781;3,58973;3,63025;3,66784;3,69173;3,72075;3,8943;3,98109;3,92953
30.03.2006;2,66897;2,82353;3,04483;3,24144;3,36224;3,46675;3,53967;3,61006;3,65293;3,69161;3,71721;3,74587;3,92102;4,00861;3,95302
31.03.2006;2,66443;2,8374;3,04641;3,2264;3,34879;3,45116;3,52468;3,59118;3,63549;3,67586;3,70187;3,7316;3,90567;3,99272;3,9351
03.04.2006;2,66388;2,84674;3,07503;3,27217;3,39552;3,50639;3,58033;3,64549;3,69075;3,72847;3,75102;3,78088;3,95158;4,03694;3,98014
04.04.2006;2,68824;2,8479;3,08688;3,26325;3,3959;3,51247;3,58738;3,65563;3,70367;3,74438;3,76852;3,79978;3,97436;4,06166;4,00868
05.04.2006;2,67954;2,84193;3,06955;3,25226;3,38157;3,50427;3,58035;3,65668;3,70864;3,75543;3,7799;3,81228;4,00844;4,10654;4,06118
06.04.2006;2,62603;2,77659;3,00145;3,22376;3,37215;3,50576;3,59534;3,68081;3,74277;3,79568;3,82604;3,86287;4,08538;4,19666;4,14989
07.04.2006;2,616;2,77187;2,99278;3,20854;3,3553;3,49298;3,58272;3,67277;3,73819;3,79442;3,8264;3,86551;4,1021;4,22042;4,18178
10.04.2006;2,59547;2,74412;3,0019;3,22848;3,37171;3,50589;3,59311;3,68004;3,74212;3,79347;3,82318;3,86073;4,08246;4,19334;4,1485
11.04.2006;2,5835;2,7396;2,99422;3,21664;3,36294;3,49355;3,58028;3,66511;3,72529;3,77583;3,80486;3,84098;4,05184;4,15729;4,10973
12.04.2006;2,60583;2,75198;2,9988;3,23394;3,38079;3,51286;3,59804;3,6833;3,73873;3,78788;3,81604;3,85105;4,05459;4,15638;4,10704
13.04.2006;2,55365;2,74472;3,02332;3,27249;3,42589;3,56424;3,65756;3,74339;3,80121;3,85199;3,88188;3,91525;4,12149;4,22463;4,17687
14.04.2006;2,55787;2,74682;3,0159;3,26951;3,42716;3,56545;3,66087;3,74588;3,80722;3,8577;3,88809;3,92105;4,12586;4,22828;4,17776
17.04.2006;2,57054;2,75312;3,02373;3,27441;3,43043;3,56851;3,66354;3,74749;3,80743;3,88169;3,94142;3,91932;4,12814;4,23256;4,18039
18.04.2006;2,60096;2,74927;3,01507;3,25829;3,40661;3,5476;3,64232;3,73187;3,79559;3,8512;3,88223;3,91423;4,12236;4,22644;4,18444
19.04.2006;2,59504;2,7668;3,01842;3,26345;3,41284;3,54944;3,64147;3,73564;3,79694;3,85224;3,88432;3,92008;4,12218;4,22325;4,18639
20.04.2006;2,60316;2,77217;3,01943;3,25309;3,39934;3,53079;3,62173;3,71234;3,77343;3,82817;3,85998;3,89599;4,09402;4,19305;4,1578
21.04.2006;2,63311;2,77047;3,02407;3,26502;3,41065;3,54779;3,64006;3,7333;3,79538;3,85097;3,88339;3,9193;4,11896;4,21881;4,18534
24.04.2006;2,6356;2,79445;3,03224;3,274;3,41706;3,55007;3,64385;3,72949;3,79014;3,84306;3,87333;3,90802;4,10548;4,20423;4,1759
25.04.2006;2,63255;2,81399;3,0705;3,32418;3,47018;3,6045;3,69878;3,78212;3,84032;3,88997;3,91838;3,94998;4,1407;4,23607;4,19754
26.04.2006;2,66594;2,83475;3,10799;3,36031;3,50023;3,63274;3,72307;3,80089;3,85382;3,90045;3,92497;3,95711;4,14262;4,23538;4,19807
27.04.2006;2,66932;2,85305;3,0956;3,32805;3,46543;3,5923;3,68139;3,76135;3,81857;3,86793;3,89648;3,92815;4,11124;4,2028;4,16605
28.04.2006;2,66115;2,85083;3,09803;3,32886;3,46584;3,58977;3,67689;3,75337;3,80714;3,85411;3,88053;3,9117;4,08812;4,17634;4,13676
01.05.2006;2,67857;2,86489;3,10468;3,32969;3,47297;3,58992;3,67763;3,75688;3,80851;3,85409;3,88048;3,91167;4,08538;4,17224;4,14334
02.05.2006;2,72068;2,90202;3,12227;3,35709;3,49502;3,61764;3,70433;3,78391;3,83874;3,88648;3,91511;3,94656;4,12205;4,20981;4,17273
03.05.2006;2,70448;2,87827;3,10627;3,35325;3,49871;3,62896;3,71978;3,79847;3,85369;3,90442;3,93531;3,96889;4,14574;4,23417;4,19289
04.05.2006;2,71433;2,88636;3,12159;3,37099;3,51733;3,65141;3,74253;3,8236;3,87925;3,9289;3,9618;3,99567;4,16977;4,25683;4,21538
05.05.2006;2,70636;2,88454;3,11919;3,34917;3,49247;3,61855;3,70713;3,78824;3,84347;3,89497;3,92897;3,96599;4,15131;4,24399;4,2095
08.05.2006;2,71857;2,9107;3,14092;3,37596;3,52067;3,64849;3,73743;3,81268;3,86623;3,91415;3,94464;3,98127;4,1676;4,26077;4,22137
09.05.2006;2,75255;2,93003;3,15267;3,37698;3,52134;3,64948;3,74256;3,81949;3,87528;3,92446;3,95715;3,99468;4,17711;4,26833;4,22577
10.05.2006;2,74531;2,92301;3,12847;3,3363;3,47413;3,59949;3,69075;3,76889;3,82781;3,88028;3,91521;3,95544;4,13945;4,23147;4,19297
11.05.2006;2,75557;2,93809;3,17111;3,3954;3,54286;3,67143;3,76545;3,84869;3,90444;3,95517;3,99086;4,03275;4,21647;4,30835;4,26563
12.05.2006;2,74789;2,9368;3,16638;3,36974;3,52286;3,65892;3,75601;3,84783;3,91146;3,96628;4,00437;4,04757;4,24105;4,33781;4,29582
15.05.2006;2,71659;2,89676;3,11118;3,2949;3,44079;3,57445;3,67253;3,76849;3,84047;3,90225;3,94486;3,99289;4,19963;4,30302;4,25821
16.05.2006;2,66512;2,87387;3,09528;3,26234;3,40853;3,53675;3,63669;3,72854;3,79998;3,86093;3,90486;3,95416;4,16028;4,26335;4,22184
17.05.2006;2,6997;2,91236;3,12628;3,30146;3,44839;3,58614;3,68861;3,79095;3,85794;3,93247;3,97304;4,02472;4,24876;4,36198;4,31886
18.05.2006;2,71183;2,8994;3,11385;3,27939;3,42279;3,55037;3,65031;3,74844;3,81297;3,88689;3,92604;3,98017;4,21655;4,33598;4,29053
19.05.2006;2,70487;2,89721;3,11262;3,26725;3,40444;3,52487;3,61902;3,71793;3,7794;3,8498;3,88688;3,93871;4,1744;4,29359;4,25118
22.05.2006;2,70655;2,89992;3,08799;3,22157;3,34534;3,4599;3,54729;3,64562;3,71062;3,78148;3,81801;3,86791;4,10973;4,23214;4,18599
23.05.2006;2,74072;2,91719;3,09549;3,23968;3,36404;3,47968;3,56721;3,66262;3,72794;3,79513;3,8309;3,88277;4,11366;4,23027;4,18635
24.05.2006;2,69662;2,91326;3,08564;3,22706;3,34784;3,45608;3,53899;3,63204;3,69183;3,75531;3,78993;3,84188;4,07117;4,18691;4,14182
25.05.2006;2,70476;2,90094;3,08594;3,22269;3,34449;3,45074;3,5322;3,6229;3,68222;3,74388;3,77655;3,82966;4,06356;4,18159;4,1424
26.05.2006;2,73528;2,89986;3,09022;3,22973;3,35206;3,45683;3,53945;3,63136;3,68719;3,74922;3,78328;3,83433;4,06784;4,18577;4,14969
29.05.2006;2,74117;2,92214;3,10126;3,2492;3,36825;3,46953;3,55197;3,64246;3,69755;3,75676;3,789;3,84168;4,07303;4,18968;4,15501
30.05.2006;2,7344;2,92494;3,13105;3,28554;3,40947;3,51723;3,60098;3,68918;3,74191;3,80243;3,83396;3,88736;4,11831;4,23469;4,20168
31.05.2006;2,76862;2,94467;3,16206;3,32228;3,45303;3,56423;3,64901;3,73404;3,78712;3,84585;3,87719;3,92854;4,15393;4,26753;4,23353
01.06.2006;2,78153;2,95456;3,17851;3,3406;3,47096;3,57818;3,66277;3,74927;3,79987;3,85661;3,89038;3,94146;4,16764;4,28164;4,24617
02.06.2006;2,76695;2,93057;3,15246;3,30444;3,42635;3,52424;3,60159;3,68528;3,73564;3,79163;3,82506;3,87599;4,09853;4,21065;4,17544
05.06.2006;2,80795;2,96061;3,2001;3,37161;3,48069;3,58249;3,65199;3,73604;3,78389;3,83329;3,86452;3,9154;4,13399;4,24402;4,20506
06.06.2006;2,80997;2,98005;3,21678;3,39103;3,50314;3,60598;3,67891;3,76035;3,80622;3,85694;3,883;3,93357;4,15253;4,26271;4,22449
07.06.2006;2,80315;2,97982;3,22415;3,40115;3,51003;3,61439;3,68983;3,77239;3,82015;3,87633;3,90082;3,9512;4,16973;4,27968;4,23684
08.06.2006;2,77803;2,92879;3,16515;3,33253;3,43031;3,53554;3,60996;3,69332;3,74441;3,80281;3,83347;3,88351;4,09995;4,20883;4,17556
09.06.2006;2,76357;2,9238;3,15154;3,31348;3,41406;3,52639;3,6053;3,69165;3,74298;3,80177;3,83065;3,88224;4,10625;4,21892;4,17786
12.06.2006;2,77097;2,9301;3,14391;3,29626;3,39471;3,50432;3,58303;3,67074;3,72232;3,78369;3,81255;3,86452;4,08986;4,20312;4,16359
13.06.2006;2,77944;2,9416;3,13576;3,27784;3,36818;3,47126;3,54372;3,63047;3,67953;3,73753;3,7678;3,81881;4,0435;4,15644;4,11675
14.06.2006;2,78551;2,95578;3,16774;3,31793;3,41018;3,51262;3,58593;3,66821;3,71378;3,76986;3,79698;3,84805;4,07043;4,18217;4,14307
15.06.2006;2,77603;2,96383;3,18816;3,35318;3,45289;3,56207;3,64003;3,72033;3,76711;3,82166;3,84854;3,89655;4,11655;4,22712;4,18761
16.06.2006;2,79023;2,96412;3,18451;3,34469;3,44396;3,55145;3,62915;3,71045;3,75671;3,80979;3,8378;3,88537;4,10612;4,21706;4,17998
19.06.2006;2,79631;3,00341;3,22422;3,39231;3,49386;3,6025;3,68072;3,75713;3,7982;3,84841;3,87371;3,92074;4,13474;4,24218;4,20477
20.06.2006;2,79092;3,00333;3,24686;3,41993;3,51706;3,62793;3,70556;3,78126;3,82218;3,86896;3,89485;3,93891;4,15418;4,2623;4,22186
21.06.2006;2,82291;3,00294;3,2584;3,43946;3,53918;3,6502;3,72742;3,802;3,84231;3,89055;3,91464;3,95673;4,17269;4,28114;4,24292
22.06.2006;2,8386;3,01269;3,23438;3,44184;3,56397;3,68024;3,76091;3,83843;3,88234;3,93315;3,95916;4,00268;4,2195;4,32835;4,29186
23.06.2006;2,87009;3,0148;3,25992;3,46344;3,58635;3,70055;3,78129;3,8574;3,90171;3,95291;3,97808;4,02168;4,2373;4,3455;4,3071
26.06.2006;2,87563;3,04308;3,29021;3,49784;3,61768;3,72644;3,80265;3,87709;3,91823;3,96535;3,9902;4,03194;4,24481;4,35155;4,31061
27.06.2006;2,91079;3,06501;3,31557;3,51415;3,63299;3,73956;3,81064;3,88122;3,92081;3,97055;3,9925;4,03351;4,23707;4,33909;4,29834
28.06.2006;2,8983;3,04537;3,31454;3,51401;3,63504;3,73777;3,81215;3,88091;3,92196;3,96948;3,99239;4,03554;4,23366;4,3329;4,29191
29.06.2006;2,88707;3,06797;3,28702;3,48309;3,60269;3,70568;3,77634;3,84694;3,88819;3,93873;3,96205;4,0063;4,20746;4,3082;4,26696
30.06.2006;2,91606;3,07289;3,30291;3,49971;3,6182;3,72018;3,78943;3,85679;3,89586;3,9451;3,96545;4,01026;4,20059;4,29585;4,25709
03.07.2006;2,91663;3,08233;3,32237;3,5142;3,63934;3,73961;3,80926;3,87539;3,91658;3,9662;3,98534;4,03188;4,21796;4,31103;4,27122
04.07.2006;2,91074;3,07768;3,30646;3,50377;3,62168;3,72269;3,79217;3,86114;3,90234;3,95389;3,97234;4,01912;4,20713;4,30115;4,26277
05.07.2006;2,91501;3,09199;3,3423;3,54589;3,67377;3,77906;3,85136;3,91716;3,96087;4,01311;4,03188;4,07761;4,26233;4,35471;4,31683
06.07.2006;2,94568;3,11278;3,35995;3,55724;3,6766;3,77382;3,84097;3,90582;3,94569;3,99224;4,00826;4,05289;4,23522;4,3264;4,2914
07.07.2006;2,9545;3,10745;3,34556;3,53197;3,64322;3,73433;3,79732;3,86148;3,89998;3,94793;3,96179;4,00598;4,19015;4,28225;4,2494
10.07.2006;2,89021;3,09026;3,35922;3,5501;3,66469;3,75856;3,82252;3,88582;3,92247;3,97011;3,98285;4,02873;4,21423;4,307;4,27014
11.07.2006;2,88209;3,0947;3,33918;3,51617;3,62563;3,71569;3,77842;3,84447;3,88035;3,93238;3,94879;3,99499;4,18821;4,28483;4,25015
12.07.2006;2,8738;3,09739;3,3587;3,54771;3,65678;3,74766;3,80979;3,87286;3,91113;3,96286;3,98249;4,02992;4,22236;4,31859;4,2847
13.07.2006;2,88348;3,0932;3,32965;3,50388;3,61003;3,69864;3,76048;3,8272;3,87003;3,92469;3,94403;3,99319;4,19177;4,29107;4,25876
14.07.2006;2,90282;3,08423;3,29818;3,45087;3,55046;3,636;3,69611;3,76324;3,80678;3,85968;3,88215;3,93045;4,14019;4,24507;4,215
17.07.2006;2,91048;3,09418;3,31189;3,4664;3,56493;3,65117;3,71234;3,77861;3,81927;3,87026;3,89358;3,94139;4,15582;4,26304;4,23374
18.07.2006;2,93465;3,10564;3,33303;3,50064;3,59708;3,68295;3,74241;3,80568;3,84281;3,89021;3,91268;3,96104;4,16878;4,27267;4,23997
19.07.2006;2,93434;3,11438;3,32184;3,48719;3,57963;3,6586;3,7163;3,78198;3,81667;3,86415;3,88337;3,93064;4,13714;4,2404;4,20628
20.07.2006;2,94643;3,12513;3,32597;3,48718;3,57964;3,65922;3,7164;3,78263;3,81582;3,86287;3,88458;3,93172;4,13392;4,23503;4,20324
21.07.2006;2,96219;3,12393;3,31385;3,45863;3,55014;3,62759;3,68491;3,75248;3,78641;3,83153;3,85562;3,90369;4,10632;4,20765;4,17775
24.07.2006;2,98082;3,13454;3,31946;3,46524;3,55628;3,63128;3,68744;3,75369;3,7888;3,83655;3,85686;3,90512;4,10637;4,20701;4,17685
25.07.2006;2,98411;3,1353;3,31972;3,46526;3,55634;3,6323;3,68971;3,75606;3,79321;3,84449;3,86465;3,91232;4,11527;4,21675;4,18526
26.07.2006;2,99176;3,14159;3,33885;3,49475;3,58621;3,66028;3,71765;3,78203;3,81629;3,86793;3,88529;3,93015;4,13707;4,24055;4,21061
27.07.2006;2,98067;3,14306;3,32607;3,46361;3,55193;3,62305;3,67893;3,74385;3,78254;3,8339;3,85113;3,89615;4,10894;4,21535;4,18819
28.07.2006;2,99986;3,14696;3,31633;3,4452;3,52955;3,59647;3,65023;3,71541;3,75485;3,80704;3,82423;3,86999;4,08131;4,18698;4,1605
31.07.2006;3,01357;3,15566;3,32342;3,4477;3,53181;3,59883;3,65321;3,71555;3,75575;3,80932;3,82505;3,87189;4,07885;4,18235;4,15358
01.08.2006;3,02469;3,16026;3,32359;3,44434;3,53038;3,5987;3,65514;3,71837;3,75698;3,81406;3,83376;3,88112;4,08624;4,18881;4,15872
02.08.2006;3,02753;3,16205;3,3304;3,45268;3,53818;3,60708;3,66402;3,72654;3,7634;3,81677;3,83707;3,88459;4,08625;4,1871;4,15734
03.08.2006;3,04464;3,19583;3,37587;3,51488;3,59991;3,66807;3,72339;3,7797;3,81098;3,85921;3,87525;3,92049;4,11488;4,21208;4,18274
04.08.2006;3,07911;3,19665;3,36391;3,47945;3,55363;3,6117;3,66036;3,7158;3,74601;3,79382;3,80902;3,85468;4,04695;4,14311;4,11357
07.08.2006;3,09584;3,20946;3,36998;3,47576;3,54921;3,60524;3,65425;3,71104;3,74446;3,79213;3,81136;3,85734;4,05193;4,14924;4,1183
08.08.2006;3,10349;3,21445;3,37282;3,47872;3,54989;3,60361;3,65123;3,7072;3,74042;3,7883;3,80666;3,8534;4,04997;4,14826;4,11745
09.08.2006;3,10509;3,2188;3,39404;3,50347;3,57644;3,63261;3,68262;3,73753;3,76873;3,81623;3,83595;3,88336;4,07844;4,176;4,14727
10.08.2006;3,09512;3,22036;3,38767;3,49608;3,56954;3,62706;3,67826;3,73504;3,76706;3,8146;3,83437;3,88284;4,0779;4,17545;4,14709
11.08.2006;3,11367;3,23366;3,41871;3,54385;3,62033;3,68173;3,73517;3,78765;3,81797;3,86256;3,88006;3,92746;4,11499;4,20876;4,18075
14.08.2006;3,05595;3,26102;3,44594;3,57644;3,65162;3,7112;3,76398;3,81594;3,84378;3,88786;3,905;3,9517;4,13691;4,22952;4,20089
